,Tweet,HS_Individual
1643,fitnah nih empok silvy debat final pilih kepala daerah jakarta gue gue,1
1646,lihat tampang tampang banci lgbt uniform resource locator,1
1647,coba perhati sidang teroris alquran an bb dasar apes sontoloyo,1
1650,sebar hoaks bangun era jokowi,1
1656,sengaja mah rakyat bodoh moga ganti presiden amin,1
1659,lupa prabowo ajak amien rais front bela islam pulang menang ya,1
1670,cebong otak campur,1
1672,plonga plongo orang kepala alias otak dungu,1
1674,top nya bela nista agama belaga bela agama wkwk mabuk,1
1675,muka cabul muka sih banci berani anonim,1
1678,adminnya tolol,1
1679,istimewa orang mata jokowi publik te ipu samar dukung atur perintah ganti undang undang organisasi masyarakat,1
1680,eror jo kampang kemarin,1
1684,marah umat gue pikir mati minum kencing onta,1
1689,plonga plongo pah poh plonga plongo lapor ahli filsafah dungu moga hukum berat belah bukti nista agama sih janda tuntut,1
1698,indonesia negara hukum jokowi ubah indonesia negara kuasa makar jokowi lengser jokowi,1
1699,dasar wkwk manusia homo,1
1701,najis mugholadoh,1
1703,mabuk mrebes mil cupu,1
1705,coba prabowo level office boy peran jokowi klaim turun uniform resource locator,1
1711,serah gue gue maki cebong haha lucu banget cebong kafir nih sok iya data lihat pintar mata cebong cebong haha sadar ceplos maki agama i,1
1713,lihat orang sulit bantu lihat pas susah bantu mampus tai,1
1714,adek ustad otak nangkring dengkul susah jalan bantu amplop biar oceh utara kidul adik ustad pelihara jenggot bandot doyan provokator santa santai adik ustad perut bun,1
1716,cocok ejek sontoloyo bom kampung kasih mati orang,1
1719,kelas presiden paham atur indonesia hancur 2019 ganti presiden,1
1726,nasional bicara ember bicara data modal congor ludah nenek nenek bunting,1
1728,hadap cebong santai mbak santai kesal bikin cebong emosi,1
1730,aneh komisi berantas korupsi bubar ott maling maling rakyat,1
1738,jokowi agus harimurti yudhoyono lawan prabowo tau 2019 ganti presiden 2019 presiden jokowi,1
1739,ustad gim gim nama lupa cebong kampret henti mesti henti kafir dajjal,1
1746,tau ah bicara onta,1
1748,bela cari bela cari sensasi ya gua bangga ajar 2 mata ajar doang anjing,1
1751,wkwk admin tolol kuadrat,1
1767,belek onta bicara gue,1
1774,sangka nyata susilo bambang yudhoyono fitnah sepe i jokowi susilo bambang yudhoyono diktator kayak jokowi uniform resource locator,1
1776,cacat otak pelihara,1
1777,mata picek a duit paksa beli hutang release 11 bank koar koar bayar dana urus dungu plus kocak ambil,1
1780,sekolah agama merah ya sekolah kapar kafir barang barang made in saudi handphone cina kasihan gue hidup gila ya jokowi 2 periode ahok bebas tuan guru bajang,1
1781,banci kaleng,1
1782,kampret apes mata salah pakde jokowi perintah prabowo mata,1
1783,hutang ribu triliun amp sepe inya sengaja utang rezim jokowi nasionalis pancasilais prediksi sengaja hancur negara republik indonesia biar gadai pe iwi jual as,1
1784,korban rezim komunis angka tanggung tanggung 100 juta darah manusia cecer paham halal,1
1787,orang amien sih tua belah agama hak sayang otak maling teriak maling resmi tahan komisi berantas korupsi,1
1788,mampus kunyuk,1
1792,ya mundur bunuh ratus enam puluh juta rakyat perlahan,1
1795,ancam ancam kayak banci jancuk,1
1796,awak doa sih setya novanto cape mati mudah mudah setya novanto mati nya banda uniform resource locator,1
1800,tulis spo ifitas salah spo ivitas ahai banci kaleng kena goreng malu sih gembel warung internet,1
1805,negara jual hebat lek jokowi negara keteng kuasa perintah negara calon pegawai negeri sipil khusus sinamata sipit perkosa negara khianat dasar partai komunis indonesia,1
1806,bangsat banci,1
1812,ahok nista islam korban politik keji anak bangsa prestasi mati goblok coba,1
1818,hobi utang jual aset sibuk urus jual isu radikal impor hasil tani ternak impor tenaga kerja asing amnesia pura pura lupa miskinmoralitascuihhh rakyat plonga plongo rupiah belas ribu miskin x,1
1824,minum kencing onta nih,1
1826,bilang bicara umat agama bodoh bilang umat islam logika goblok bilang kitab suci parah a inya hina agama k,1
1827,bacot ngentot pulsa doang teman biar rantau orang kenal wkwk,1
1828,balas banget ih sih pecun gerak cepat ah,1
1830,ferdinan pintar jaga congor sok jago lawan jokowi teman lihat serang kayak orang bego bilang jabat isi ruhut tumpul a inya otak kakak,1
1847,lengser nih orang dasar kecut jokowi,1
1852,populer 8 prabowo isu rohingya tekan perintah uniform resource locator uniform resource locator,1
1856,ahok sosok komplit hati busuk jijik kalah berengsek nista,1
1859,ahok korban rezim turun jokowi,1
1864,edan kepala polisi republik indonesia isu rohingya goreng serang perintah jokowi uniform resource locator,1
1867,bego baca salah baca biar dungu bong,1
1874,tai,1
1879,hutang gede rakyat susah iya alay politik,1
1891,infrastruktur 2019 ganti presiden 2019 ganti presiden,1
1900,owo hidup nafsu presiden muncul isu partai komunis indonesia komunis anti islam antek cina puter puter situ,1
1905,sih om bule geblek ya malam malam sepeda hem,1
1917,anies rangkul surat pemberitahuan dangkal cekak intelektual budak ahok kafir,1
1921,nek 1 8t i iya bajing orang,1
1922,nyata manusia orang busuk busuk bangkai apes apes,1
1930,urus telur becus urus dasar cungkring peang 2 x,1
1932,janji deh janji puluh juta lapang kerja rakyat tenaga kerja asing cina miris,1
1933,twit bikin warganet suuzan ngentot,1
1935,penggal video goreng angin orang dungu nekat goreng angin,1
1939,dasar berengsek,1
1944,gerindra rusuh prabowo utang bayar karyawan,1
1950,kali angkat sesal orang orang indonesia pilih jokowi uniform resource locator,1
1955,gaya beruk preman kampung mantan supir tembak metromini masuk dewan wakil rakyat kampung debat ajak rantam ancam kayak banteng uniform resource locator,1
1969,cocot busuk,1
1977,assalamualaikum twit takut letnan jenderal purna tentara nasional indonesia prabowo si presiden indonesia takut dosa nya bongkar korupsi langgar ham 2019 ganti presiden,1
1982,tulis parah dandhy laksono keliar masuk televisi bakar sekolah pikir,1
1983,tagar ganti lengser jokowi,1
1988,efek tuan guru bajang kayak teman teman bicara dadak kayak cebong ya ogah cebong,1
1991,mantan kutuk,1
1992,topik anies sandi saracen adam yesus sok tau agama 150 ternak biar seru,1
1994,wkwk curhat colong bajing masuk mantap mampus,1
1997,turun langsung lapang sungguh jongos cina duh,1
2003,fungsi media sosial indonesia sebar fitnah as cerdas uniform resource locator,1
2004,sirik onta,1
2006,beda ikhlas bayar 2019 ganti presiden,1
2011,kampret bilang jokowi antek cina kasih medali emas cina,1
2015,pintar gue gugat nya katai cebong ngeles kayak bajaj gugat gampang haha,1
2026,sungguh harga daging tembus angka 200 ribu kilo perintah jokowi gagal kelola negara uniform resource locator,1
2030,malas deh gue baca nya sok ganteng banget sih onta,1
2035,jokowi utang mulu gue tau jaman susilo bambang yudhoyono bilang suruh gue,1
2051,orde pilih prabowo reformasi pilih jokowi nasib pilih kecuali nasib negara,1
2053,orang lupa bayar karyawan nya bacot,1
2054,gerebek jokowi salah demokrasi front bela islam mas bro jokowi otoriter hehe,1
2060,umat islam daftar nama nama menteri sontoloyo menteri korup nama menteri sontoloyo muslim tabiat nista islam menteri pro lgbt batal,1
2065,rezim lihat anti islam,1
2068,titip bogem bro biar ngelunjak kunyuk,1
2069,bodoh nenek,1
2077,fi nih cewek burik now bangsat nyata hode burik,1
2078,al alquran ya bang mulut kayak orang kafir bejat hina,1
2080,rep help lelang acc mata picek mentang mentang nama iya bilang gue usn,1
2086,ge doa antek sih gerung modar kena bom,1
2087,percaya usaha asing media lokal dasar antek asing om,1
2094,teriak teriak partai komunis indonesia ganyang salat aji tuhan partai komunis indonesia uniform resource locator,1
2096,ar sehat calon presiden susilo bambang yudhoyono jelang pikun pikun,1
2101,bisik lembut penuh cinta muka mangan gaji buta kampret,1
2102,addie ms bongkar libat veronica ahok gubernur jaka a uniform resource locator,1
2103,pilih jokowi susah susah teman orang percaya jokowi nyata susilo bambang yudhoyono,1
2106,maksud gue maki goblok jokowi bayar utang susilo bambang yudhoyono utang bayar presiden,1
2108,selamat jokowi hasil hutang bayar rakyat good luck,1
2114,rezim suha o kroni prabowo anti islam lihat muslim priok demo bantai keluarga suha o prabowo,1
2125,akun kecebong kelola etnis te entu gaya kecut cebong jaka a dendam anies sandi,1
2132,syiah kafir,1
2134,bacot pecun,1
2135,pikir onta kesana bro eh nyata pakai kafir bacot semba,1
2138,maju anjing uniform resource locator,1
2139,sembako nama presiden gilir utang nama rakyat juragan,1
2141,kayak tai congor jablay lebar kayak anjing,1
2147,prabowo,1
2150,jokowi presiden aneh aneh revolusi mental jalan bla bla pokok salah jokowi deh,1
2151,ahmad dhani borok sampah babi anjing orang pe muak lihat muka dhani bangga,1
2154,mata picek,1
2155,badan gue bicara hoi dengar tulang gue bunyi mata gue lelah lihat layar melulu tangan cape etik melulu he budek gue dengar bego maaf gue,1
2156,perilaku sih babi benci bau islam cocok ahok,1
2164,era susilo bambang yudhoyono kritik fitnah netz media sosial nyata aman diktator jokowi tangkap uniform resource locator,1
2171,habis enak sakit dasar cowok berengsek,1
2180,ya nama goblok akut bang ajar pintar dongok,1
2190,rohingya olah olah alat politik prabowo,1
2193,ahok sih hina al qur an ulama sikap jijik sok suci hypertext transfer protocol over secure socket layer t co btkcetnk0g,1
2194,alhamdulillah gubernur gagal amp bobrok ganti gubernur muslim insyaallah 2019 ganti presiden lelah juang niat ibadah nikmat juang lawan pimpin zalim,1
2196,bilang otak gue belatung sarang ah eh banci isi otak hati isi belatung bangkai benci akut,1
2197,salah ciri orang munafik janji dusta kayak jokowi uniform resource locator,1
2201,ulang reformasi 98 jilid 2 turun jokowi,1
2205,makhluk tuhan nyinyir,1
2209,minum air kencing onta air minum suling tinja otak error stres,1
2217,dipukili joko kristanto,1
2218,matanajwadebatjaka a topeng fix buka dukung bau busuk,1
2225,bocah pakai baju hitam bangsat salah,1
2231,lihat bodoh wkwkwkwkkkk tulis prabowo gambar goreng isu gera 30 september partai komunis indonesia,1
2233,bencong hasil selingkuh maknya perek gerwani kuda prabowo lahir sih onta bencong akun abal abal ngeooaahahahaaaaa xf,1
2239,pintar bacot ya lawan nya bu sri,1
2243,haha boca agama lucu bangkit abad pe barangkali goblok fuck,1
2256,prabowo wajar bicara rohingya presiden enak,1
2263,bu silvy anti pegawai negeri sipil level rendah debat final pilih kepala daerah jakarta,1
2264,doa 2019 ganti presiden moga kabul daerah serbu tenaga kerja asing asing gawattt,1
2269,kakak kampung cih,1
2271,2019 ganti presiden konstitusional hak rakyat oi nih plonga plongo laku otoriter,1
2274,iya aman mayoritas rakyat umat islam hati sakit sukses kendali sukses jaga emosi bangsa presiden pelihara cebong,1
2276,hina iriana jokowi langsung tangkap hina wakil presiden aman uniform resource locator,1
2277,den den nista banget hidup fitnah abu jibril maaf bikin fitnah sedih banget tingkat cerdas main tuju tuju mbek congor busuk su,1
2279,sontoloyo sih kecut,1
2284,berisik bacot,1
2294,berani bubar komisi berantas korupsi hadap rakyat anjing,1
2296,serang perintah jokowi bentar henti kuasa lengser pilih presiden,1
2298,ya bacot bangsat,1
2310,langsung strok wkwk orang picek tau,1
2311,lihat rakyat amp negara republik indonesia mending mundur jokowi uniform resource locator,1
2315,omong culun,1
2316,mampus,1
2327,presidential threshold langgar konstitusi rezim otoriter habis habis tabrak tubruk undang undang kali undang undang dasar jebol mk lengser jokowi,1
2329,modal cebong copy paste bukti kapasitas otak minimal,1
2330,terima kasih unik kayak armeries udik,1
2332,lengser jokowi rejim anti subsidi rejim anti rakyat,1
2339,rezim kuasa korban pers rezim susilo bambang yudhoyono,1
2346,lipstick sapu tangan bora hati mampus malu makan cipok,1
2349,sarap nih sih jul sebentar sirosis,1
2355,sih rosa muka tugu batu nissan gentle kaum cebong,1
2356,kerja suha o susilo bambang yudhoyono korupsi tangkap uniform resource locator,1
2359,setujuuuu banget jokowi mundur bosan lihat,1
2360,onta ya otak pikir picik,1
2361,matanajwadebatjaka a lucu banget ahok sambung kena sekak mat pe anyaan isu agama dasar cina tolol haha,1
2363,bagus negara kafir tat ustad hijrah k thailand ya,1
2369,rihanna nyata diet kampang bicara kalori,1
2370,kau kalah lae jual pasar tradisional sadar 2019 ganti presiden kali kau makan mie gomak lae,1
2371,huhahahhahahaaa usaha kayak raya menang ber darah darah jaman jokowi sangking susah jaman rezim kelola ekonomi negara beras mahal sembako mahal daya beli turun masyarakat,1
2380,bantu rohingya citra derita warga rohingya bantu pakai demo,1
2381,ahok cari cari celah serang saksi drama ahok kriminalisasi penjara ahok,1
2382,tangkap narkoba kaget tangkap hubung saracen kaget anies sandi,1
2386,kerja tulus diktator jokowi tukang mungkir janji ludah mayat korban genosida 1965 1966 bantai,1
2398,banget jasa menang anies sandi,1
2402,sih ahok kampret becus kerja citra melulu sih ahok kampret uniform resource locator,1
2405,muka kampung tampang laku sinkron,1
2412,malu ya uang rakyat suap rakyat elektabilitas 2019 ganti presiden,1
2416,jokowi lengser ganti ahmad heryawan cebong solot contoh,1
2422,nyabu ya,1
2424,jokowi tipu nya jelek moga 2019 ganti presiden amin ya allah,1
2428,nama pahlawan malam saran lapor coba agama sih abu janda 2019 ganti presiden,1
2435,bajing silvy debat final pilih kepala daerah jakarta,1
2436,ih kontol,1
2437,acara rizieq pulang jokowi lengser makar presiden pulang pakai daster,1
2438,sial hidup jaman orang umbar nakal kagum remaja remaja tolol,1
2444,iya ta sebar ahok cebong subur,1
2448,sih kunyuk twitnya genap generalisasi kaum bacot mutu sepe i lihat sarap,1
2453,nu cabang kristen,1
2458,kampang orang,1
2466,nama rejim jungkir malu 2 periode sori ya pilih 2019 ganti presiden,1
2467,lengser lengser jokowi,1
2469,26 sabtu kemarin polisi pilih henti diskusi sesuai duga serang jokowi isu perintah represif rezim otoriter,1
2476,kepala polisi republik indonesia pensiun ketimbang pimpin polisi republik indonesia adu surat pemberitahuan korban abai,1
2477,usir nih cina ki gila pamungkas bui gara gara anti cina cina tumpang negeri uniform resource locator,1
2480,bu guru cebong nyata,1
2485,biar jokowi lindung ahok 2019 lengser jokowi mantap,1
2491,jom mampus,1
2494,caci ulama nya orang kafir munafik pakai otak mu bodoh,1
2495,neng hormat pakai mulut bicara mohon maaf pakai silit,1
2499,gue akil balig 17 islam laku adil gue bilang bacot bikin adil umat islam,1
2501,mulut kampang,1
2503,anak kampang ggggg,1
2518,agus silvy tukang fitnah debat final pilih kepala daerah jakarta,1
2525,saracen anies sandi serang ahok sih iya iya banget uniform resource locator,1
2527,ayo jaga utuh negara republik indonesia tangkap nista agama stop kriminalisasi ulama uniform resource locator,1
2528,anjing anjing senang katai anjing marah tolol,1
2530,anjir,1
2533,orang perosok jokowi 2019 uniform resource locator,1
2534,hasil kotak kota benci jaman susilo bambang yudhoyono,1
2537,usir duta negara kristen putus hubung diplomatik,1
2552,pilih ahok pilih iman koruptor munafik bodoh,1
2553,pesimisme tonjol rezim jokowi,1
2554,ya gue kakak laki mulut lemas banget kayak banci marah mentolo gue cangkem e,1
2557,cebong boros bacot hemat pakai otak,1
2559,gampang banget sih orang puji kayak hormat haha tolol,1
2562,sesuai jokowi dukung ganggu sikat,1
2565,41 bijak pilih opsi mundur ambisi kuasa jokowi pilih opsi be ahan,1
2566,jokowi pesan kerja kerja kerja eh demo si goblok teh,1
2568,berita bohong mulu nih jokowi uniform resource locator,1
2571,coba kroscek tenaga kerja asing adik yusuf oposan kayak realistis data mata kepala kayak telan mentah mentah,1
2587,orang idap paranoid kayak tangkap,1
