,Tweet,HS_Group
2207,partai adil sejahtera paguyuban kampret sarap,1
2212,partai komunis indonesia biadab agama candu masyarakat agama lawan feodalisme amp kapitalisme agama hai bajing rendah anggap orang agama ala,1
2213,mampus mtvlafanexol mtvlakpopexo mtvladancekokobop,1
2224,masuk lingkar malam sulit lepas upline komisaris downline rugi ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden pl,1
2226,twit asyik tau akun akun pro nista agama akun akun buzzer kerja hujat,1
2229,peta indonesia posisi belah kaum pecah belah harmonis jalin 2019 ganti presiden rangkul belah tangan,1
2248,cebong otak ngeres mulu putar coli,1
2255,komunis laku isu jual antek orde dukung terap negara islam khilafah,1
2266,tipikal bani 212 bin onta kampret cepat puji orang hormat cepat caci nya salam tuan guru bajang haha bubar partai adil sejahtera,1
2280,orang kayak bayi bunuh polisi moral keparat,1
2283,beda nya bani kampret kayak bro mudah provokasi,1
2289,ih cebong cebong gagal paham kali salah kena virus cebong dungu haha terima nyata ya kasihan deh,1
2291,jaman daerah khusus ibukota main isu cina kafir cina kafir keluarga sih ono silit eh sulit,1
2295,uhuy lumayan nyata wifi rumah nih tolong kuota habis kampret nih tri uniform resource locator,1
2301,tagar tanding persibtakutmaindijaka a sambung fakta edar viking anjing persib persib liga indonesia bandung botol kosong nyaring bunyi congor x,1
2306,hihi cebong kampret gue dongeng rupa,1
2318,tenaga kerja asing cina berani leceh bendera merah putih diam tenaga kerja asing cina arogan kuat dukung rezim kuasa mudah tenaga kerja asing cina masuk negara republik indonesia jajah,1
2321,badminton putri indonesia kalah jepang cina main lepas gampang serah komunis enak,1
2323,cerita laki laki berengsek ya dasar cupu,1
2328,kerja cornelis tionghoa stres gila,1
2335,babi haram babu halal ulah muhammad bejat catut nama tuhan,1
2336,calon ai gurem garam uniform resource locator,1
2341,selamat tim dulunya jaya sisa main main burik,1
2353,1 oktober sakti pancasila pancasila versi arah komunis rezim diktator anti islam,1
2362,islam nusantara tetes telur kodok sih said agil kolektor cebong bang hidup sari sari comberan hasil buang koar koar islam nusantara,1
2365,harga pribumi minimal laku sopan tamu sejati ampas hak pribumi stop tenaga kerja asing cina 2019 ganti presiden,1
2366,ayo gelora 2019 ganti presiden insya allah sejahtera komunis lenyap,1
2368,peluang kerja rakyat warga asing nih bolot sektor,1
2384,kutuk maling maling negara karma,1
2393,suka orang play victim ngewe najis,1
2417,lestari dungu biadab islam lestari dukung hadap teroris islam,1
2419,berita twit tanggal 18 lukman tunggu rakyat indonesia islam,1
2426,grafik posisi papa saham bubar komisi berantas korupsi uniform resource locator,1
2427,pamor rk a inya partai politik usung dukung nista agama,1
2433,hebat dungu bin idiot uniform resource locator,1
2447,takut ganyang partai komunis indonesia bahaya embrio iblis kembang biak,1
2450,haha antek komunis kelojot jelang 30 september kecebong anak partai komunis indonesia,1
2455,cebong nge i wkwk,1
2464,muslim rohingya usia 80 lari persekusi teroris buddha,1
2465,gerombol gabung ai sinting indonesia psi mayoritas dukung nista islam ahok laknatullah uniform resource locator,1
2468,inti prabowo amin prasangka dasar jegal partai demokrasi indonesia juang kuasa 2019,1
2487,tuju partai adil sejahtera partai komunis indonesia partai komunis indonesia persis sepe i partai adil sejahtera gaet golong akar rumput isu isu agama partai adil sejahtera ai komunis syariat,1
2488,koar koar nya gera umat eh ngebacotnya dukung politik dasar bani cabul otak 212 monas,1
2500,ajak rakyat wisata ziarah negeri biar rakyat tipu laku ziarah umrah haji,1
2502,prof rombong cebong intelligence quotient dangkal uap,1
2505,paham deh otak cebong,1
2506,bubar bangsat,1
2507,kerja bersih jajar menteri agama allah subhanahu wa taala janji rampas tuhan buang,1
2512,usir buddha tanah jawa,1
2513,lengser jok lawan politik surat pemberitahuan susilo bambang yudhoyono prabowo hati thread starter partai adil sejahtera bayar demo demo front bela islam takut jok rakyat tentara nasional indonesia pol bela jokowi ahok,1
2517,tokoh tokoh agama politik praktis amp identitas agama jabat jabat publik sepe i presiden lurah sepe i lingkung agama buddha biksu makan daging amp minum minum keras keluarga,1
2519,bahaya islam bukti lihat teroris islam isis pandang sudut islam bahaya,1
2532,ganyang partai komunis indonesia kumpul keripik indonesia uniform resource locator,1
2538,pbb dunia kumpul dana manusia rupiah 11 9 triliun irak islam buang,1
2549,cina negara komunis anti islam sesal rezim hutang negara komunis,1
2550,ayo muslim hantam lgbt rakyat paham buang islam parmusi dorong rancang undang undang anti paham lgbt,1
2555,negeri om kerja jongos cina doang kerja subuh malam gaji pas pas kayak cina,1
2567,tuju hidup muslim ibadah allah subhanahu wa taala be entangan bangsa negara,1
2579,tiada pangkat mulia dunia pangkat orang hebat manusia lahir orang ahli cebong 1 tukang tipu plonga plongo akibat optimisme 2019 ganti presiden plonga plongo,1
2588,bawa nama islam partai komunis indonesia ai komunis syariat,1
2590,masuk teror aparat inimah keparat politik bahasa mafia politik hati hati bos takut ancam intimidasi demokrasi polisi republik indonesia kucing,1
2594,jokower tim sukses ahok lena hasil kerja rasio ketimbang 2 aspek,1
2597,putus erka hormat pilih ai dukung nista agama,1
2602,hubung ai komunis cina rezim antek antek asing,1
2603,komisi aparatur sipil negara berani lawan iya rakyat salut ky ombudsman koar koar diam hasil urus tenaga kerja asing sulut tanah abang tutup bungkam takut organisasi masyarakat takut tuju anggar belanja daerah niat usut b,1
2607,haha anak monyet nge o orang dongok baca dt efilnikcufecin turun monyet dongok,1
2610,baya kemarin menang inggris kalah tim nasional kalah kalah malaysia tai mencret,1
2616,allah subhanahu wa taala dungu biadab kafir hilang muka bumi sisa mukmin,1
2623,senang hati sih cewek lepas sih mbak angkut mbak gang bang perkosa kunyuk selesai sih mbak mobil marah pergi bilang perkosa,1
2626,he he negeri butuh orang orang jujur kerja surat pemberitahuan rezim bani cabul amp kampret hembus fitnah hoaks provokasi amp benci,1
2627,tertawa orang munafik kerja banget dukung wan abud anjing,1
2631,partai adil sejahtera suka pipis onta ilmu nomor 2 utama khotbah nyala nyala berani caci jokowi ya junjung kayak sih lari wkwk,1
2652,teroris kafir buddha myanmar,1
2655,bubar dewan wakil rakyat dewan wakil rakyat daerah bentuk panitia khusus hak angket rakyat beku dewan wakil rakyat dewan wakil rakyat daerah,1
2682,imigran tinggal myanmar 1948 imigran cina usir indonesia atur main,1
2686,bacot cebong ya partai komunis indonesia,1
2687,ajar catut nama tuhan nikmat jalan hidup muhammad bejat,1
2688,antek komunis film gera 30 september partai komunis indonesia isi bohong uniform resource locator,1
2690,ulah cebong kafir keparat,1
2695,keliru manusia tuhan tuhan layan pamer kuasa surat pemberitahuan ajar alquran,1
2705,teroris buddha myanmar tembak perahu tumpang anak anak,1
2715,kaum nasrani yahudi kali om pecah belah umat muslim astagfirullah,1
2726,simpatisan prabowo,1
2728,istilah cebong kampret bau arab pakai istilah onta dungu keledai liar,1
2730,polisi kutuk,1
2743,cina masuk salah ras indonesia beda singapura,1
2750,nama perintah revolusioner republik indonesia susah gampang partai komunis indonesia,1
2753,cebong percaya bohong meme,1
2755,bahas bangsa tuhan maha esa pancasila orang indonesia allah subhanahu wa taala benci kafir tuhan,1
2766,oi cebong ya dasar komunis ateis sifilis autis salib,1
2783,umat agama islam jaka a haram najis ahok kafir kristen,1
2785,groundbreaking gunting pita manajemen proyek tahap tahap ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden plo,1
2787,assalamualaikum bela kristen sembah bangkai yesus busuk bela kristen bodoh,1
2798,dukung surat pemberitahuan arb sda orang orang bejat tabiat kasar masuk orang lt lt dasar anjing,1
2799,laku psi laku indonesia rakyat psi agen komunis,1
2800,aparat keparat biadaaaaa,1
2807,istilah kecebong kampret harap hilang jagat dunia maya istilah kafir kafir sesat sesat a edisingadukaaa,1
2809,hai guys lihat iya pasu nasi bungkus iya bukti bukti lupa gas pool iya 2019 ganti presiden nya sip,1
2810,bubar dewan wakil rakyat,1
2814,ganyang partai komunis indonesia anjing uniform resource locator,1
2819,kang fakta ai dukung sih nista agama benci rakyat masuk rakyat jabar uniform resource locator,1
2825,sejarah partai komunis indonesia antek komunis sok siksa uniform resource locator,1
2835,perintah negara komunis pancasila be uhan peduli amanat derita rakyat,1
2837,lost respect sekian kali agency bangga a is bangga laku tai kucing,1
2838,haha gue suka lihat cebong ngamuk ngamuk khas cebong banget kalah debat amuk amuk cung kacung 2019 ganti presiden kacung,1
2842,anies sandi kenang sejarah menang hormat anies sandi lantik beres urus djarot sibuk,1
2844,hizbut tahrir indonesia bubar 7 mei kacung kacung rezim alih isu isu ya bubar bahas dasar kaum dungu,1
2852,diam ya kodok bani kampret kah partai demokrasi indonesia partai demokrasi indonesia p juang,1
2857,gerombol bani kampret,1
2860,perilaku cina sp penghianat bangsa yoyakarta warga cina kelas pinggir sertifikat hak milik dasar cina keparat,1
2869,cuihhhhhhh najis,1
2874,bubar dewan wakil rakyat diam uniform resource locator,1
2881,pilih cebong liberal tengik sekularisme gelintir antek,1
2882,sidang ahok moga si nista agama antek mati wajar jasad terima tanah mrs sorga amin moga tuhan tuju,1
2887,takbir ganyang partai komunis indonesia,1
2896,cebong suka banget heboh receh pohon plastik bambu gilir isu isu kayak ekonomi anjlok tenaga kerja asing ilegal rajalela tahan nasional diam kapasitas otak kali ya cerna isu isu,1
2898,wkwkkk bani kacung gemar jamban dungu optimal cung,1
2919,tenang dukhan muslim sehat sehat kena flu kafir amp munafik nanah telinga amp tubuh bengkak 40 modar,1
2921,indonesia damai usir cina indonesia,1
2922,mayoritas etnis cina daerah khusus ibukota solid dukung nista agama islam dendam nasionalis,1
2933,wakil ketua cuci congor congor repot cuci tangan ketua lempar batu sembunyi tangan,1
2934,anti jokowi bani kampret rukun iman kali iya bang,1
2945,lawan usir duta myanmar boikot urus buddha,1
2947,ppp bangkai nih 2019,1
2951,oh nyata sibuk be ambah promosi hoaks kampret nini nomor 0856 daftar biar p,1
2962,komisi berantas korupsi serah bubar uniform resource locator,1
2965,gubernur ahok bangga in cebong kelas jamban bangga in ahoker jokower nih lihat gubernur indonesia cerdas,1
2975,tuju panglima antek penghianat pelihara asing asing kapitalis lihat kedok demokrasi pura toleran,1
2986,reformasi gulir media indonesia asai non muslim moral masyarakat hancur,1
3001,cina babi komunis anti agama utama islam bikin ribut indonesia,1
3010,kristen lesbi ya,1
3014,indonesia dibully orang salah binatang binatang sepe i nomor biar liar matanajwadebatjaka a an uniform resource locator,1
3045,bajak agama intoleran reaktif agama badik tusuk lawan duniawi dadak toleran hina kawan duniawi ya agama kejar tuju tuju,1
3052,polisi perintah simpan bom ujung ujung ras te entu tanggung akibat,1
3063,masjid pasang spanduk 2019 ganti presiden marah masjid pakai ceramah politik tanoe non muslim dukung,1
3069,kalah suha o prabowo lawan opini 1998 libat konspirasi global as cina sekutu dukung rencana csis elite katolik radikal konglomerat tionghoa jatuh suha o,1
3070,19 pimpin masjid pimpin ajak jalan syariat islam sungguh sungguh jatuh pimpin non muslim,1
3077,eh toilet pipis onta melipir indonesia lo gerombol mabuk budaya arab nya kayak,1
3080,siloam cina usir andai ku mati anak anak ku paham filosofi hidup harga kaki jajah,1
3081,antek antek prabowo,1
3082,jujur percaya allah subhanahu wa taala perintah penggal kafir tuhan lukman,1
3083,08 for presiden jongos antek asing uras bumi pe iwi 2019 ganti presiden,1
3089,utang 7000 triliun kampret hidup melarat makan cebong happy hidup akting sengsara,1
3094,cebong nge i,1
3105,maklum nama kampret serba hidup gelantung wajar pikir kepala bau pesing kencing basah kepala pesing,1
3112,hubung munafik kitab hina lapor polisi waspada cebong kafir islam,1
3117,ngeri bangsa sih partai komunis indonesia biadab bangkit tolak bubar,1
3119,bubar panitia khusus komisi berantas korupsi polling rakyat parlemen biar bubar panitia khusus komisi berantas korupsi uniform resource locator,1
3126,topik bicara cebong bani hoaks loncat ya prestasi babi ahok tanah abang ta kasih contoh ta buruk,1
3128,lost respect sekian kali agency bangga a is bangga laku tai kucing kasih nyawa sih kea lo tabok duit lee soo man tabok lamborgini gede tabok material,1
3140,antek kaki tangan komunis hati perut uniform resource locator,1
3160,allah subhanahu wa taala tolong bang fahri henti salat,1
3165,jaya korupsi bubar wujud uniform resource locator,1
3170,takbir wan lempar bom allah barbar mayat ayat alquran timur bikin muslim radikal tolol otak,1
3185,muslim indonesia maju henti sembah nyembah allah subhanahu wa taala oceh jatuh takut hati orang 2 kafir 8 12,1
3199,manusia manusia tolol takut ahok kasihan banget hidup idiot and bodoh,1
3204,rakyat tolak keras indonesia pimpin komplot mafia amp bajing uniform resource locator,1
3212,indonesia sepe i singapura kasih cina kuasa dasar cebong otak reklamasi wkwk uniform resource locator,1
3213,bani coli beda junjung kawan kawan haha,1
3215,khianat partai komunis indonesia bunuh jenderal partai komunis indonesia keblinger karno bubar partai komunis indonesia turun harga harga bubar kabinet tritura,1
3219,nyata bos suka bikin hoaks sepe i bani nya nabi ahoker,1
3224,cina kuasa ekonomi media massa ayo usir indonesia,1
3238,usir cina indonesia,1
3243,bani kampret samar lempar minyak babi,1
3245,dungu laku rezim dungu klop,1
3247,jaga jaga muncul partai komunis indonesia juang alias partai komunis indonesia plus,1
3256,kupas tuntas gebuk habis antek antek komunis,1
3276,coba usir cina 100 rakyat negara republik indonesia gembel negara republik indonesia kayak asing asing triliun uras negara republik indonesia stop tolol,1
3278,dungu budak islam tifatul adam dongeng yahudi,1
3279,cebong fitnah makan kenyang curang ya menang,1
3282,asing,1
3284,hati partai indonesia praktik masjid masjid pesantren pesantren huuuft kabuuurr 2019 ganti presiden 2019 ganti presiden,1
3287,admin tolol ai tolol ai tolol orang tolol,1
3304,anjing jahanam berisik cocot,1
3308,kesal kacrut televisi republik indonesia,1
3320,rahasia bong koruptor rampok laku maksiat laku bisnis maksiat kaum lgbt jilat dukun sesat dukun cabul nabila bla bla gabung bani cebong,1
3324,teroris buddha perintah kerah cyber army bikin hoaks amp retas akun akun pro rohingya,1
3326,partai adil sejahtera ai lacur beyek germo partai adil sejahtera sadar susilo bambang yudhoyono otak kriminalisasi lhi politik islam khianat prabowo hatta langgar pilih presiden 2014 hancur citra islam 2010 2018 partai adil sejahtera susup antek be,1
3327,dear driver tukar orang anter gue gue sih pintar dongok puter puter cari rumah gue pakai driver ganti dongok buang gue banget tunggu tai,1
