,Tweet,Abusive
1104,kno gue bilang bencong hati makan duit perintah sah ganti dasar pancasila negara khilafah bencong nama,1
1108,mari ngewe,1
1109,aaaamiiiiiiinnnn mudah mudah geblek riya posting gaji 13 14 lini,1
1111,oke point cebong dungu intelligence quotient kolam eyel ujung ujung kolam pokok ganti ya,1
1114,ya bajing terima kasih,1
1115,alay hyung gue hidup nista nyata alay,1
1116,gerombol partai adil sejahtera booking pecun hotel travel fashion hotel area gunung sahari plus markas alexis tumbal citra sisa aman wan abud,1
1121,dewan wakil rakyat majelis musyawarat rakyat ambil tindak pecat hormat setya novanto sudi wakil manusia hina tanda rakyat indonesia,1
1122,iya huhu orang udik lihat langsung peru kompilasi bilang waaah,1
1123,dongok super er promosi film wkwk politik wkwk persib politik,1
1124,cewek manusia homo,1
1128,norak kampung nagita slavina ibunda ayu ting ting doa uniform resource locator,1
1133,gila ya bikin webtoon matahari 1 2 lingkar nikah arka sinting gue menang,1
1134,tonton perhati praktikan mantap need kuat bottom like that anjing parah gay video gay video gvid gay bandung,1
1135,rezim sensasional tindak peristiwa nalar dominan doa moga deklarasi islam cebong nusantara,1
1136,tentara saudi suriah isis banci lari libya uniform resource locator uniform resource locator,1
1139,rindu bajing,1
1147,goblok twit sih apes omong sih prabowo arah kesitu,1
1151,paham perintah pusat kes surat pemberitahuan biar anjing program program bego progresif tau ya biar masyarakat nilai program program hancur hancur ya nama anjing pose elang ngepet uniform resource locator,1
1157,kaum cebong dungu saham ambil putus mayoritas untung gaji kerja alat freepo,1
1159,gue cerita bangsat suka sad mewek gue baca gembel banget sih wkwk,1
1160,bacot,1
1161,bodoh te arik titik,1
1165,orang tolol idiot bahaya dengar hutang bahan bully perintah kritik presiden hutang cashflow negara negatif,1
1168,asli bego kelar kelar nih ai kualitas kayak ai allah wkwk bego bani micin setia dukung bos calon presiden dumb ception,1
1178,sampean sarap ya impor pesawat papa impor garam bayang indonesia isi garam garam impor dasar otak ampu kaki,1
1187,foto memek nya,1
1189,milik kampret bodoh otak kampret,1
1194,gue mimpi sentil biji babi ahok cetar cetar langsung kejang kejang adu jokowi jokowi sunat bicara al maidah,1
1195,edan 3 14 t,1
1197,wkwk mampus,1
1199,monyet komunis piara cina loleng,1
1202,anjir gue,1
1205,banci thailand cegah oppa,1
1206,promosi bani kampret,1
1210,iya gue kayak orang idiot obrol hyung,1
1215,gue lihat sih kampret wkwk,1
1217,pawang monyet pawang monyet,1
1218,bau bau korban cowok pintar cakap bikin bawa asa onta,1
1220,buta ya om,1
1221,sesal gue unfollow anjir fers nya hilang audit turun,1
1222,baca judul monyet biar domba idiot,1
1227,fitnah makan nih akun sampah,1
1228,anak monyet bawa bawa agama bicara politik tau wawas wkwk dangkal media sosial bicara sektarianisme pecah belah umat agam suku ras agama bicara kecebong makar orang panglima gatot kait,1
1233,lo laku oppa oppa korea bilang oppa korea banci banci militer 2 htt,1
1242,pe kakak es lagiiiii lo ai kampret sejati uniform resource locator,1
1243,nama cari nafkah bangsat,1
1244,tuju pakai banget sekretariat jenderal pcn ai cocot nusantara,1
1247,keparat orang mantan gue,1
1251,kampret rusak nusantara jaman majapahit langsung wadah hati rekan ide khilafah,1
1252,bejat pokok,1
1253,jiaaahh gue pikir warna pikir kayak banget idiot nya,1
1254,kh ruf bicara belaga budek belaga pilon sundul ganti presiden,1
1258,nyamuk keparat,1
1259,balas gue balas mulu dasar onta cebong,1
1261,orang saksi anjing babi tolol uniform resource locator,1
1264,anjing goblok setan bangsat,1
1268,apasal rindu eeeee idiot,1
1269,ahoker 11 12 jokower surup rakus 2 periode 2019 ganti presiden gerak,1
1270,20 3 kb si koneksi bangsat,1
1271,drama drama nya bangkai ya return ya misty gue tonton,1
1272,dasar bajing percaya omong,1
1274,ganti presiden ndasmu atos umbar cocot he goblok,1
1276,malas gue baca onta,1
1279,detik bukti lelaki bajing,1
1285,bandung butuh acara acara pekan tanggal merah macet bangsat,1
1286,presiden buta tuli pimpin tubruk tabrak budek dengar rakyat teriak lengser jokowi,1
1288,gue geblek teman gue pintar tau deh,1
1291,bising cina cina nih,1
1295,orang edan koe,1
1299,kritik jokowi anggap nyinyir bani kolam kritik ujung dukung 2 periode lo kritik dukung a inya nyinyir haram definisi kritik ala cebi nalar rusak parah,1
1304,onta,1
1308,kutuk bro,1
1312,nyata rakyat susah menteri perek daya beli hancur setan iblis tukang tipu,1
1313,titit,1
1314,hujan hujan goda ojek pengkol ngerojok memek sih abang pusing duit mending buang p,1
1317,surat pemberitahuan ahok nasional demokrat susul rekan nya dukung pasang calon nista agama tukang caci maki tai tai,1
1318,tukang buru pulang mandi kayak gembel cantik,1
1320,najis banget erel bencong,1
1322,sih anjing banget paypal,1
1327,ngentot enak cowok uniform resource locator,1
1328,manusia homo,1
1329,buaya darat laden berengsek sehat,1
1331,biar bagus cungkring gendut autis prabowo 2 periode,1
1339,sumpah subjek nih gila babi,1
1340,eto homo,1
1341,rokok lihat keren asap pantat,1
1348,harga gue dungu beli starbak mules,1
1349,babi haha,1
1351,sih idiot jumawa menang kemarin 2019 ganti presiden,1
1356,orang mancam peluk negeri gedong gede dongok ngawur,1
1358,makar omong zon suka adu domba bawa nama islam agama pegang hidup orang sok suci zon mulut dower bacot,1
1360,bajing indosat,1
1361,enak hyper crot ngentot uniform resource locator,1
1363,wisma darul aman kerja banci politik,1
1364,cepat setan,1
1367,manusia homo,1
1368,kontol bunda pakai timun uniform resource locator,1
1370,sih anu agama ragu sih kafir,1
1372,bicara silit,1
1376,hmmm cium aroma aroma jablay bangsat iya pergi,1
1377,donatur 212 korban iya sih korban korban biadab tipu 86 720 orang umrah nc,1
1380,jablay banget sih gue jual,1
1382,ajar muslim agama ajar bunuh paham islam agama ajar sesat sembah nyembah allah subhanahu wa taala biadab,1
1384,kampung banget sih omong bahas sorry level debat dungu otak,1
1388,hidup kena kerja keras harap kena suap bajing,1
1391,ya lucu banget beda banget juta sih kunyuk uniform resource locator,1
1395,mohon maklum bani kodok gampang meriang oksigen comberan,1
1398,selamat bani kampret,1
1399,mas manusia homo suka pentil mimi peri,1
1403,lampias nafsu mu sayang pepek mami buka sambut hadir kontol mu sayang hypertext transfer protocol over secure socket layer,1
1407,deh gue suka cowok lawak sungjin jae lawa krik member born to beat lucas cowok bejat bejat wkwk lihat bad boy main mata asekkk wkwk,1
1411,berak mencret mencret doang,1
1412,sengkuni tukang ramal lo ramal anies selamat bangsa cocot e sengkuni percaya masuk neraka percaya amin rais sih tukang ramal,1
1414,tertawa banget jancuk wkwk,1
1416,minat mail looking at whole ya dulunya cheater silap and maaf sampah sarap sshhh,1
1419,kampanye jokowi koar koar janji tarif listrik bahan bakar minyak cipta 10000 lapang kerja nyata nonsens bilang cacat,1
1420,bilang alexis tutup surat hehe tertawa baca pers rilis manajemen alexis kampret gampang dibegoin bilang tutup eh eks alexis,1
1421,kon harga harga badan lek kon bajing iya bajing badan dik tenang,1
1422,pikir korban tewas orang manusia sontoloyo kayak anggota komisi nasional ham rela uang pajak bayar gaji orang goblok milik empati,1
1425,geng messi kontol deng biar icardi amp lautaro cepat setel,1
1426,ah nya bolot,1
1427,laku batak kafir ya sepe i sih suka pecah belah umat,1
1428,nama simpang susun bundar semanggi om habib waras dasar kampung om,1
1430,pertamina rugi garuda rugi usaha listrik negara rugi kau rugi badan usaha milik negara untung devisit sungkan bilang jokowi presiden hebat gilir anak bisnis pisang goreng omzet triliun percaya dungu,1
1432,bukti modal fitnah cebong modal bacot kencang fitnah bukti beda teman teman kolam,1
1433,perempuan kayak mending mati deh jelek sok make up a ist,1
1435,metode sih kampret banget,1
1439,haha sempit banget pikir bang kampret cebong doang kasihan,1
1444,bacot,1
1446,sok keren etik jutek cocok udik banget,1
1449,tunggu aksi bela kafir tanu,1
1450,ngakakkk banget kepick ya derita nice mochi gue lo taken lo cacat,1
1451,manusia suka sontoloyo model,1
1454,cebong senior nih,1
1455,sumbu pendek dukung nista agama islam al almaidah 51 mencak mencak dungu,1
1458,cebong nge i,1
1461,res res cebong goblok ya res maklum,1
1462,bencong idiot it berani akun asli sebar hoaks fitnah coba lihat akun cong,1
1465,lihat bajing hati iman lihat rupawan laku kayak preman,1
1468,nih utang era jokowi bencong diam sih gembel warung internet banci kaleng,1
1469,biadab rezim jokowi uniform resource locator,1
1471,cebong nasehat bu mempan mempan ludah kali belah kiri baca auzubillah,1
1474,maju anjing uniform resource locator,1
1480,oi bos bilang sih orang hina agama sih berengsek salah tindak rupa ajar heran junjung,1
1481,wkwk kampang,1
1483,jomlo jablay kayak perek,1
1484,empok silvy nyinyir melulu pe anyaan nya sayang sesat maklum sih dese mak mak devat final daerah khusus ibukota debat final pilih kepala daerah jakarta,1
1486,sambung anjing nih bocah uniform resource locator,1
1487,babi kejut,1
1494,budek buta otak mati sulit harap,1
1495,otak bani cebong 0 kosong orang napi nista agama selingkuh istri 7 amp mulut jamban puja puja bak dewa cebong koplo,1
1502,ustaz ulama bicara politik dibully henti anggota parlemen kritik maki maki bilang grup sakit hati tokoh nasional kritik bunuh karakter jabat aktif rajin kritik pecat jilat bicara politik sanjung,1
1504,najis mesum mulu,1
1510,anjing anjing lapar rakus duit pesta pora curut curut maling duit rakyat makan kenyang teriak teriak kopar kafir asing asing kedok goblok puja,1
1511,bego,1
1513,gue duduk keren wkwk meja petak kampang,1
1518,kaum bani cabul bohong makan bohong pulang donatur azab allah,1
1519,geblek polisi tau wkwk,1
1520,kutuk engkau,1
1521,kampang bal,1
1523,allah subhanahu wa taala sembah sembah muslim setan halal rampas ajar tunduk patuh obar cocok cocok penis,1
1524,kayak bersih suci tolol teriak muslim saudara muslim mu makan emis kopar kafirin orang benci go,1
1525,twitter logo burung isi manusia anjing monyet babi,1
1528,haha tau mentok cangkem cocot haha,1
1529,wasit picek,1
1531,suka langung selesai bareng kirim setan suka sembarang taruh gelas pecah 3 biji aaarrggghhhh,1
1535,bodoh banget sih bodoh goblok saudara ya ya nama hidup terima kasih ya,1
1538,sifat kampret cebong licik culas amp fitnah dasar cebong kampret,1
1541,bukti on bukti congor doang,1
1542,yuhuuuu teman posko 2 pasang lo ya hangat tai ayam mb janah sih bawa asa bikin malas kerja skripsi kumpul teman haha not always bout love lo dek bawa asa keluarga nya,1
1544,iya manusia laku cebong hina marah hina,1
1545,media pura pura bego ajak ajak bego orang nama bodoh parah,1
1554,teman indonesia network election survey malam bang indonesia network election survey sange berat hubung indonesia network election survey ya 62823 9111 5459 jamin puas bispak janda meme,1
1555,gue retweet video nya sedih kasihan viral takut orang orang idiot ngebully mas mas sih korban bully teman mahasiswa nya oi nama banget pray for mahasiswa ui,1
1556,orang edan,1
1561,baju hitam salah 2 korban suruh dorong orang orang tua situ suruh dorong ejek bangsat bocah dorong murni salah,1
1564,bego,1
1568,usaha kayak coba gue ky gue korban pergi pagi pulang malam sinting,1
1569,video call sex yuk tante kontol gede nih,1
1571,ya alah cebong kreatif banget bahasa pakai cebong anak kodok nabi sih kodok panggil cebong laknat 2019 ganti presiden 2019 presiden jokowi,1
1572,j nih cebong bangsat cepat modar bong hama j bangsat,1
1576,oke lepas nih diam diam biar sakit hati pendam mampus ok bye,1
1585,gue sindir kesan sindir aduh bego wkwk,1
1586,jilat memek,1
1588,v tai conqueror bangsat v bantu gue karma dendi delio i need best jungler,1
1591,anak sih napi cina kafir usir,1
1594,salah bangsat kecut indonesia dukung bangsat kecut bani onta grup kabur arab tuhan tidur surat pemberitahuan hadap ahok pal,1
1595,tangkap kalimat sok pintar kolam pakai ngata ngatai islam kasihan banget teman cebong islam mati mati bela cebong kafir tau agama islam hina hina cebong kafir nih haha nas,1
1597,dear sinyal 4g pekanbaru nih kacrut lot kura kura resta,1
1598,ya sepe i tuan guru bajang bantu sadar kaum bani cabul bani kampret main ayat ayat suci demo,1
1601,hormat kasihan cebong kaum dungu,1
1602,ya allah babi dek malam jumat gilir gue jaga lilin,1
1607,monyet ekor banci plonga plongo,1
1608,haha idiot bilang orang orang kafir utama nasrani dukung dukung ahok kafir pasuk wilayah wilayah syariat islam,1
1610,jilat sayang memek mu,1
1611,bego nusantara,1
1613,ngentot yuk,1
1618,dora sompret,1
1621,dukung hadap gera nasional fatwa ulama kalah 2019 aksi tangkap bu sukmawati hangat hangat tai ayam 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2,1
1627,ngentot toilet mas yuk uniform resource locator,1
1631,bangsat wakil rakyat mulut ya bangsat monyet wakil rakyat mulut ya monyet babi wakil rakyat mulut ya babi anjing wakil rakyat mulut ya anjing,1
1632,kaca bolot uniform resource locator,1
1635,akibat makan gaji duit korupsi bantu likuiditas bank indonesia laku tokek tokek cina otak cebong dungu tenaga kerja asing cina fiksi fakta anggap isu fiktif hancur negara jual,1
1637,kampret telat deh gue,1
1639,hapus islam ajar sesat dungu biadab umat,1
1640,ustad mondok sih kerja mentwit bikin status nyinyir twitter kafir stad,1
1641,ngentot yuk,1
1644,edan banget,1
1645,tai balas pakai acc enak panggil hyung,1
1646,lihat tampang tampang banci lgbt uniform resource locator,1
1647,coba perhati sidang teroris alquran an bb dasar apes sontoloyo,1
1648,surat perintah henti sidi bong bukti halu cecunguk kodok alias cebong,1
1652,sesat lurus allah subhanahu wa taala ajar bangun keluarga cocok cocok penis,1
1657,pikir keluarga korban bom saudari saudari otak dengkul kesal ya,1
1660,nete,1
1664,sepe i konter tindak brutal anjing anjing front bela islam lawan masyarakat kuncup sepe i bu,1
1670,cebong otak campur,1
1672,plonga plongo orang kepala alias otak dungu,1
1675,muka cabul muka sih banci berani anonim,1
1676,nete kak untung nya ate tabok,1
1678,adminnya tolol,1
1680,eror jo kampang kemarin,1
1681,nsssst bacot,1
1684,marah umat gue pikir mati minum kencing onta,1
1687,gembrot opp muka bulat pipi nya offside leher lihat wkwk uniform resource locator,1
1689,plonga plongo pah poh plonga plongo lapor ahli filsafah dungu moga hukum berat belah bukti nista agama sih janda tuntut,1
1690,indonesia lenyap 2030 puja tolol ya tolol bencong anak nya bencong,1
1691,badan eksekutif mahasiswa kampret tertawa besok uniform resource locator,1
1694,ngentot cium manja ah idam banget top uniform resource locator,1
1697,tai jijik markojay,1
1699,dasar wkwk manusia homo,1
1701,najis mugholadoh,1
1703,mabuk mrebes mil cupu,1
1707,alah kampret kirim,1
1709,jam 7 an mu tidur ya ganggu km malam jumat ngentot jumat malam ngentot dek nung uniform resource locator,1
1710,orang cina bebas sih mukidi ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden plonga plongo dunning kruger effect,1
1711,serah gue gue maki cebong haha lucu banget cebong kafir nih sok iya data lihat pintar mata cebong cebong haha sadar ceplos maki agama i,1
1713,lihat orang sulit bantu lihat pas susah bantu mampus tai,1
1714,adek ustad otak nangkring dengkul susah jalan bantu amplop biar oceh utara kidul adik ustad pelihara jenggot bandot doyan provokator santa santai adik ustad perut bun,1
1715,eh anjing awas sih biru biru bawa orang back stage gue kepret pakai ahgabong bodoh,1
1716,cocok ejek sontoloyo bom kampung kasih mati orang,1
1718,ngentot,1
1720,cindy ngewe,1
1723,cacat anjir sinyal,1
1726,nasional bicara ember bicara data modal congor ludah nenek nenek bunting,1
1727,pantat balita bopeng iya,1
1728,hadap cebong santai mbak santai kesal bikin cebong emosi,1
1729,bravo buah jatuh pohon pohon buah pohon congor buruk buah,1
1734,gosip orang iri sebar orang bodoh terima orang idiot uniform resource locator,1
